33 32 29 26 24 23 21 20, SAFE

92 93 95 97 98 99, SAFE

24 25 27 28 29 30 33 35, SAFE

84 87 88 89 92 94, SAFE

79 76 75 72 71 68, SAFE

63 66 68 69 72 74, SAFE

28 27 24 22 19 16 15, SAFE

31 34 37 39 41, SAFE

55 56 58 61 62 63 66 68, SAFE

76 74 71 68 65 64 61 59, SAFE

79 78 76 74 71 68, SAFE

70 71 74 77 78 80 83, SAFE

50 47 45 43 42, SAFE

33 32 31 28 26, SAFE

86 84 81 79 76 75 74 73, SAFE

16 18 19 21 23 24 26 27, SAFE

14 13 10 7 6 3, SAFE

27 26 23 21 18 15 14, SAFE

13 15 18 21 24, SAFE

20 17 16 15 14, SAFE

49 48 47 44 43 42 41 40, SAFE

45 46 49 52 53, SAFE

83 86 88 89 91 94, SAFE

17 15 14 11 8 5, SAFE

70 72 73 76 79, SAFE

77 76 74 71 70 67, SAFE

16 18 19 22 23, SAFE

34 31 30 27 25 24 21, SAFE

39 38 35 32 30, SAFE

67 68 71 74 76 78 81, SAFE

68 67 66 65 62 60 59 57, SAFE

43 44 46 49 50 53, SAFE

52 51 48 47 44 42, SAFE

68 69 72 75 76 79 80 81, SAFE

21 20 17 16 15, SAFE

24 21 20 17 15, SAFE

39 40 43 46 48 49, SAFE

44 41 40 38 35, SAFE

71 73 74 76 77 78 79 82, SAFE

16 19 20 21 23 25 26, SAFE

49 51 54 56 58 59 61 62, SAFE

35 38 40 42 45 48 50 52, SAFE

4 5 7 8 11 12, SAFE

92 89 88 87 85 82 80 77, SAFE

74 76 78 80 83 85, SAFE

16 13 12 9 8 5 4 2, SAFE

84 87 90 91 92 94 97, SAFE

35 38 41 44 47 49 52, SAFE

41 40 37 35 32 29, SAFE

54 57 60 61 64 65, SAFE

30 32 35 38 41 44 46 48, SAFE

73 71 70 67 66 63 60 59, SAFE

71 72 74 75 78 81, SAFE

85 88 89 92 95 97, SAFE

80 77 76 75 74 71 69 67, SAFE

11 12 13 15 18 20, SAFE

62 65 67 70 73 74 77, SAFE

60 61 64 65 66 67, SAFE

64 62 61 59 58 56 54 51, SAFE

47 49 51 53 56 59 62, SAFE

99 96 95 93 91 89 87, SAFE

42 44 46 47 49 52 53, SAFE

75 77 79 82 83 86 88 91, SAFE

22 24 25 28 30 32 33, SAFE

15 16 19 21 23 24, SAFE

67 68 71 74 75 76 77 79, SAFE

85 83 80 79 78 75, SAFE

53 56 59 62 64 66 68, SAFE

20 19 17 15 12, SAFE

84 85 87 89 91 92 93 96, SAFE

20 23 25 27 30, SAFE

72 75 78 80 82 85 87 89, SAFE

82 84 85 87 89 91, SAFE

83 84 85 88 91 93, SAFE

2 3 5 8 11 13 15, SAFE

89 86 84 82 79 76, SAFE

86 84 83 82 81, SAFE

55 56 58 61 62 65, SAFE

43 41 39 36 33 32, SAFE

36 39 40 43 46 47 49 51, SAFE

27 25 22 20 17 14 13, SAFE

52 51 50 48 45 42, SAFE

77 76 73 71 68, SAFE

41 44 47 48 49 50 51, SAFE

16 17 20 22 24 26 28 30, SAFE

56 53 50 48 47 45 44, SAFE

69 70 73 75 76 79 82 84, SAFE

95 92 89 87 85, SAFE

51 52 55 58 61, SAFE

31 30 27 26 23, SAFE

74 71 68 65 63, SAFE

63 62 61 58 55, SAFE

10 11 14 16 18 19 21, SAFE

79 82 83 85 87 89, SAFE

9 6 5 4 3, SAFE

87 86 85 83 81, SAFE

88 90 92 95 96 98, SAFE

27 29 32 35 38 39, SAFE

48 47 46 43 41, SAFE

73 75 78 79 80 83, SAFE

66 63 62 60 59 57 56 54, SAFE

27 28 31 32 34 35 36, SAFE

2 5 6 8 9 11 14 17, SAFE

68 67 64 62 61 59 57 54, SAFE

77 75 72 69 67, SAFE

14 15 17 18 21 23 24 26, SAFE

35 38 41 42 45 48, SAFE

87 86 85 82 81 79, SAFE

44 41 40 38 36 34, SAFE

36 34 33 30 28, SAFE

32 33 34 36 39, SAFE

45 44 41 39 37 34, SAFE

75 77 79 82 85 87 88, SAFE

50 53 54 56 58 60, SAFE

43 46 47 48 50 52, SAFE

46 45 44 41 38, SAFE

39 37 34 32 31 28 26 25, SAFE

96 94 93 90 88 85 82, SAFE

88 86 84 82 80 77 75, SAFE

68 66 63 62 61 58 56, SAFE

68 71 72 74 75 77, SAFE

57 58 59 61 62 64 66 67, SAFE

15 12 10 9 7, SAFE

39 36 35 34 32, SAFE

2 4 6 7 10, SAFE

54 53 51 48 46 44 41, SAFE

54 51 48 47 44, SAFE

17 16 15 14 12 10, SAFE

31 33 34 37 40 41, SAFE

79 81 84 85 88 90, SAFE

88 87 86 83 80, SAFE

11 12 15 16 18 21 24, SAFE

29 31 33 34 35 37 40, SAFE

41 42 45 47 50, SAFE

34 35 37 39 42 45, SAFE

70 71 72 75 78 79 81, SAFE

38 36 35 33 32 29, SAFE

9 10 12 14 16 18 21, SAFE

36 35 32 31 28 27 26 25, SAFE

74 76 79 82 83 84 85 86, SAFE

84 81 80 79 77 75 74 73, SAFE

77 76 75 74 71 69 68, SAFE

64 61 60 57 55, SAFE

97 95 93 90 89 87 85 84, SAFE

54 53 50 48 46 44 42 39, SAFE

23 24 27 30 31 32, SAFE

37 38 39 41 44 47, SAFE

96 93 91 90 89 86 84, SAFE

65 64 61 60 58 57 54 53, SAFE

25 28 30 33 36 37 40, SAFE

13 14 15 18 19 21 23, SAFE

35 32 31 28 26 25 24 23, SAFE

45 44 41 39 36, SAFE

89 87 85 82 80, SAFE

33 34 36 37 39, SAFE

13 16 18 20 21 24 27 28, SAFE

93 90 87 86 83 81, SAFE

7 9 11 12 13 15 17, SAFE

23 22 20 18 15, SAFE

35 36 37 38 39 40 43, SAFE

30 32 33 35 38 40, SAFE

83 84 87 88 90 91 94 97, SAFE

46 45 42 39 36 33 31, SAFE

62 59 56 55 52 51 48, SAFE

46 44 42 41 39 37 34, SAFE

19 17 16 13 12 11 8 7, SAFE

81 79 78 77 76 73, SAFE

95 92 91 88 86 84 82, SAFE

80 81 84 86 88 90 91, SAFE

27 30 32 35 37 40 41, SAFE

40 38 36 33 32, SAFE

70 73 76 79 81 83 84 85, SAFE

34 35 38 39 41, SAFE

25 22 20 19 18 17, SAFE

64 65 68 71 72 74, SAFE

27 28 29 30 33 36 39 40, SAFE

77 74 71 68 66, SAFE

73 75 78 80 83, SAFE

35 36 38 39 42 45, SAFE

9 11 13 15 16 18 20 21, SAFE

73 70 67 65 64 61 60, SAFE

62 60 58 56 55 52, SAFE

79 77 76 73 72, SAFE

42 41 38 36 33, SAFE

75 73 72 71 70, SAFE

39 41 44 47 48 50, SAFE

44 46 48 50 53, SAFE

52 55 56 59 62 65, SAFE

63 65 67 70 72 74, SAFE

30 31 33 36 39 42 44, SAFE

34 33 30 28 27, SAFE

19 17 15 13 11 8, SAFE

33 36 37 40 41 44 47 48, SAFE

56 55 54 53 50, SAFE

61 63 66 69 72 75 76, SAFE

68 71 73 76 79 81 83, SAFE

22 19 18 16 15 12 11, SAFE

17 20 23 25 28, SAFE

50 47 44 41 38 37, SAFE

78 81 82 83 85 88 91, SAFE

21 22 25 28 30 32, SAFE

80 79 78 76 73 70, SAFE

63 60 59 57 54 51 48 45, SAFE

72 73 75 76 79 82, SAFE

18 21 24 26 29, SAFE

56 54 52 51 48 45 44, SAFE

37 36 34 32 29 28 25 23, SAFE

29 32 34 35 37 40 42, SAFE

31 29 28 27 26, SAFE

62 64 67 68 71 73, SAFE

16 15 12 10 7, SAFE

87 86 85 82 80 79 77 76, SAFE

78 76 73 70 69, SAFE

70 73 74 76 79 82 85, SAFE

18 21 23 26 29 30 32 33, SAFE

53 51 49 48 47 46 44, SAFE

61 62 65 68 69 72 74 76, SAFE

18 17 15 13 11, SAFE

78 80 83 84 86 89 92, SAFE

57 59 61 62 64 65 68 71, SAFE

85 86 88 91 92, SAFE

77 76 75 73 72, SAFE

58 57 56 54 52, SAFE

36 37 38 40 42 45 47, SAFE

65 66 68 71 73 75 78 80, SAFE

10 13 16 19 20 23 25 28, SAFE

81 80 79 78 75 73 70, SAFE

50 48 47 44 41 39 37, SAFE

26 23 22 20 18 16 14, SAFE

58 57 54 53 51 50, SAFE

35 34 31 28 26 24 21, SAFE

73 74 77 79 82 84 85 88, SAFE

15 14 12 10 9 8 5, SAFE

85 88 90 93 96, SAFE

74 76 79 82 84 87, SAFE

24 21 19 18 15 12 9, SAFE

41 42 44 45 48, SAFE

95 92 89 86 84, SAFE

7 9 12 14 16 18 21 24, SAFE

4 7 8 11 14 15, SAFE

32 29 28 25 23 20 18, SAFE

15 13 12 11 8 6 5, SAFE

41 38 36 34 33 30 28 27, SAFE

98 97 96 95 93 90 88, SAFE

89 86 83 82 81, SAFE

72 71 69 68 67, SAFE

45 43 41 39 37 34 31, SAFE

54 57 58 59 61 64, SAFE

85 88 90 92 93 94 97, SAFE

85 87 88 89 90, SAFE

55 57 60 63 64, SAFE

45 46 48 51 52 54 57 59, SAFE

34 31 30 27 25 22 20 19, SAFE

83 82 81 80 78 76 73, SAFE

73 71 69 68 66 65 63, SAFE

53 56 57 59 62 65 66, SAFE

84 87 90 93 96, SAFE

20 21 24 26 28 30 32 34, SAFE

49 51 53 54 56 57 60 62, SAFE

75 77 78 80 81 84, SAFE

46 49 52 54 56 57 60 63, SAFE

69 70 71 73 74 76, SAFE

27 24 22 19 16 15, SAFE

29 32 35 37 38 39 41, SAFE

53 56 59 62 65, SAFE

48 47 44 41 40 39, SAFE

40 41 43 45 46 49 50 52, SAFE

86 87 90 92 93 96, SAFE

55 56 59 61 64 67 68, SAFE

72 74 77 78 81 84 87, SAFE

25 23 22 20 19 18, SAFE

2 3 6 9 12 15 17, SAFE

86 88 90 91 93, SAFE

66 65 63 60 58 57 56 53, SAFE

62 59 56 53 51 49 48, SAFE

42 41 39 38 37 36 35, SAFE

23 26 27 29 32 35, SAFE

2 5 6 8 11 13, SAFE

27 26 23 20 17 14, SAFE

17 16 15 12 9 8, SAFE

40 37 36 33 30, SAFE

79 81 82 84 86, SAFE

44 46 49 52 53 54 57 59, SAFE

20 22 25 28 30 32 35 36, SAFE

45 48 51 52 53 55, SAFE

89 88 87 86 83 82, SAFE

11 14 16 17 19 21, SAFE

61 64 66 67 70 72 75 78, SAFE

